Location,Shannon,Temperature,pH,Latitude
Water (ns),4.343129321,3,8.25,53.517
Water (ns),7.655062547,3,8.25,53.517
Water (ns),7.23675797,16,8.25,53.517
Water (ns),5.148012533,16,8.25,53.517
Water (ns),7.211937791,1.9,8.26,53.167
Water (ns),7.039487447,1.9,8.26,53.167
Water (ns),5.682308325,3.6,8.26,53.167
Water (ns),5.554690464,3.6,8.26,53.167
Water (ns),5.723689362,3.5298,8.263,43.8
Water (ns),7.131352129,5.2,8.27,53.167
Water (ns),6.739499198,5.2,8.27,53.167
Water (ns),5.582951465,8.1,8.27,53.333
Water (ns),5.456418192,8.1,8.27,53.333
Water (ns),3.970028894,2.9,8.27,53.517
Water (ns),6.484877496,5.1,8.27,53.517
Water (ns),8.07502584,16.9,8.27,53.517
Water (ns),2.141522177,16.9,8.27,53.517
Water (ns),6.064160482,20.2,8.27,53.517
Water (ns),4.716501951,20.2,8.27,53.517
Water (ns),5.746432807,3.5449,8.273,43.8
Water (ns),5.770653488,3.4919,8.279,43.8
Water (ns),5.92568819,3.4949,8.279,43.8
Water (ns),5.405651162,3.8,8.28,53.167
Water (ns),5.241235189,3.8,8.28,53.167
Water (ns),4.849983242,2.7,8.28,53.517
Water (ns),7.895946762,2.7,8.28,53.517
Water (ns),6.418449246,11.5,8.28,53.517
Water (ns),4.168900777,11.5,8.28,53.517
Water (ns),5.552606383,3.4929,8.284,43.8
Water (ns),5.582112613,3.4949,8.289,43.8
Water (ns),2.239135967,16.3,8.29,53.517
Water (ns),6.94355988,16.3,8.29,53.517
Water (ns),7.446383738,18,8.29,53.517
Water (ns),6.551812757,18,8.29,53.517
Water (ns),5.276474547,3.5413,8.293,43.8
Water (ns),4.801760434,1.2,8.3,53.167
Water (ns),5.220948225,1.2,8.3,53.167
Water (ns),5.588465913,3.6,8.3,53.167
Water (ns),6.530446061,3.6,8.3,53.167
Water (ns),5.861182232,4.3,8.3,53.167
Water (ns),5.287811714,4.3,8.3,53.167
Water (ns),6.553023401,7.9,8.3,53.167
Water (ns),5.562739335,7.9,8.3,53.167
Water (ns),4.852291713,5.5,8.3,53.517
Water (ns),5.487234589,17.3,8.3,53.517
Water (ns),4.851569712,17.3,8.3,53.517
Water (ns),2.925536913,23.4,8.3,53.517
Water (ns),4.377601209,23.4,8.3,53.517
Water (ns),6.949329784,8.9,8.3,68.338126
Water (ns),6.528056404,11.6,8.3,68.396289
Water (ns),7.822156953,14,8.3,68.451863
Water (ns),6.118857574,13.8,8.3,68.464
Water (ns),6.182498207,12.8,8.3,68.4675
Water (ns),8.281112676,7.1,8.3,68.57366667
Water (ns),9.186516244,7.1,8.3,68.57366667
Water (ns),6.72131742,10.3,8.3,68.61035
Water (ns),6.09954589,12.5,8.3,68.674122
Water (ns),6.147328629,13.6,8.3,68.674122
Water (ns),6.072182567,13.7,8.3,68.674122
Water (ns),9.036726304,14.7,8.3,68.674122
Water (ns),6.078231462,15.1,8.3,68.674122
Water (ns),6.49864753,16,8.3,68.674122
Water (ns),6.96527951,16.6,8.3,68.674122
Water (ns),6.543255586,16.6,8.3,68.674122
Water (ns),7.936932653,14.4,8.3,68.677723
Water (ns),4.232393126,22.5,8.3,68.677723
Water (ns),6.258109203,11.6,8.3,68.70798
Water (ns),5.413400514,14.1,8.3,68.70798
Water (ns),6.150813807,16.4,8.3,68.70798
Water (ns),6.354584779,18.3,8.3,68.70798
Water (ns),6.728469133,16.7,8.3,68.8264
Water (ns),8.517913341,12,8.3,69.853807
Water (ns),7.254527692,7.3,8.3,70.192833
Water (ns),7.502287956,7.3,8.3,70.192833
Water (ns),5.881437836,4.2,8.31,53.167
Water (ns),5.769694133,4.2,8.31,53.167
Water (ns),7.078751527,14,8.31,53.517
Water (ns),5.357394884,14,8.31,53.517
Water (ns),5.097665907,17.8,8.31,53.517
Water (ns),3.919229944,17.8,8.31,53.517
Water (ns),5.707890179,18.3,8.31,53.517
Water (ns),5.6701405,18.3,8.31,53.517
Water (ns),7.067805106,3,8.32,53.167
Water (ns),2.254043953,3,8.32,53.167
Water (ns),5.350685656,4.4,8.32,53.167
Water (ns),5.974562768,4.4,8.32,53.167
Water (ns),7.561550846,3.5,8.33,53.167
Water (ns),7.265823276,3.5,8.33,53.167
Water (ns),6.141188756,4.3,8.33,53.167
Water (ns),2.837963664,4.3,8.33,53.167
Water (ns),5.631424027,6.6,8.33,53.517
Water (ns),4.964256947,6.6,8.33,53.517
Water (ns),3.697969598,6.7,8.33,53.517
Water (ns),1.121849302,6.7,8.33,53.517
Water (ns),9.038587682,4.5,8.34,53.167
Water (ns),6.216151584,4.5,8.34,53.167
Water (ns),4.186553886,20.7,8.34,53.517
Water (ns),4.332231564,20.7,8.34,53.517
Water (ns),4.704245218,11.2,8.35,53.167
Water (ns),5.474136865,11.2,8.35,53.167
Water (ns),3.465817593,11.7,8.35,53.517
Water (ns),4.223365384,11.7,8.35,53.517
Water (ns),5.824713569,4.7,8.36,53.167
Water (ns),4.885744519,4.7,8.36,53.167
Water (ns),9.263920237,4.4,8.37,53.167
Water (ns),5.168063505,4.4,8.37,53.167
Water (ns),5.250538544,4.6,8.37,53.167
Water (ns),9.238415685,4.6,8.37,53.167
Water (ns),1.588666691,10,8.37,53.167
Water (ns),2.015347453,10,8.37,53.167
Water (ns),2.037181707,9.2,8.37,53.333
Water (ns),6.115605853,9.2,8.37,53.333
Water (ns),4.967939019,16.8,8.37,53.517
Water (ns),3.488671875,16.8,8.37,53.517
Water (ns),5.917932236,4.8,8.38,53.167
Water (ns),5.784341338,4.8,8.38,53.167
Water (ns),6.913573978,7.1,8.38,53.167
Water (ns),1.523652619,7.1,8.38,53.167
Water (ns),4.479957737,15.7,8.38,53.517
Water (ns),3.931702893,15.7,8.38,53.517
Water (ns),3.896446778,19.8,8.38,53.517
Water (ns),3.558109143,19.8,8.38,53.517
Water (ns),5.182196889,10.7,8.39,53.333
Water (ns),5.788567953,10.7,8.39,53.333
Water (ns),4.189279763,4.9,8.39,53.517
Water (ns),7.727337829,4.9,8.39,53.517
Water (ns),6.279862886,3.6,8.4,53.167
Water (ns),7.095962861,3.6,8.4,53.167
Water (ns),7.392543387,4.3,8.4,53.167
Water (ns),7.053204312,4.3,8.4,53.167
Water (ns),4.977596392,4.3,8.4,53.167
Water (ns),5.728645358,12.3,8.4,53.167
Water (ns),4.441050239,12.3,8.4,53.167
Water (ns),6.321557172,3.2,8.4,53.333
Water (ns),5.983910834,3.2,8.4,53.333
Water (ns),5.958083968,17.4,8.4,68.464
Water (ns),6.442522159,7,8.4,68.57478333
Water (ns),9.148058368,7.4,8.4,68.622
Water (ns),6.337147701,11,8.4,68.674122
Water (ns),6.425263157,13.8,8.4,68.674122
Water (ns),6.332435766,15.2,8.4,68.674122
Water (ns),9.522308598,17,8.4,68.677723
Water (ns),6.62951493,16.5,8.4,68.70785
Water (ns),6.192368259,17.7,8.4,68.70785
Water (ns),2.846254342,18,8.4,68.70798
Water (ns),5.892706099,17.9,8.4,68.81046
Water (ns),4.39547371,21.7,8.4,68.8264
Water (ns),5.731776423,11.3,8.41,53.167
Water (ns),6.35679574,11.3,8.41,53.167
Water (ns),6.370794998,18.6,8.41,53.333
Water (ns),4.275983035,18.6,8.41,53.333
Water (ns),5.172746961,18.9,8.41,53.517
Water (ns),3.70336866,20.9,8.41,53.517
Water (ns),4.538020487,20.9,8.41,53.517
Water (ns),6.075565644,3.1,8.42,53.167
Water (ns),5.848931281,3.1,8.42,53.167
Water (ns),6.700087215,4.8,8.42,53.517
Water (ns),2.000593027,4.8,8.42,53.517
Water (ns),7.552005558,16.9,8.42,53.517
Water (ns),3.541337364,16.9,8.42,53.517
Water (ns),6.497923503,17.4,8.42,53.517
Water (ns),5.535491713,17.4,8.42,53.517
Water (ns),5.848695796,14.2,8.43,53.167
Water (ns),5.896959174,14.2,8.43,53.167
Water (ns),6.994945783,17.3,8.43,53.333
Water (ns),4.125546754,17.3,8.43,53.333
Water (ns),5.204464097,14,8.44,53.167
Water (ns),4.808023806,14,8.44,53.167
Water (ns),5.797243384,15.5,8.44,53.167
Water (ns),5.935741397,15.5,8.44,53.167
Water (ns),5.600913966,5.4,8.44,53.517
Water (ns),4.63733936,5.4,8.44,53.517
Water (ns),4.776051989,12.78,8.44,55.905
Water (ns),6.475403085,3.2,8.45,53.167
Water (ns),9.284570381,3.2,8.45,53.167
Water (ns),5.543102328,18.7,8.45,53.333
Water (ns),4.58841234,18.7,8.45,53.333
Water (ns),3.596138545,3,8.45,53.517
Water (ns),4.847346439,3,8.45,53.517
Water (ns),4.778677414,7.5,8.45,53.517
Water (ns),6.486357384,7.5,8.45,53.517
Water (ns),6.062321768,4.6,8.46,53.167
Water (ns),5.122142512,4.6,8.46,53.167
Water (ns),4.6617729,9.3,8.46,53.167
Water (ns),3.657695503,9.3,8.46,53.167
Water (ns),7.302771073,6.5,8.47,53.517
Water (ns),7.536643845,6.5,8.47,53.517
Water (ns),6.059656292,2.4,8.48,53.167
Water (ns),5.430031028,2.4,8.48,53.167
Water (ns),6.541121729,10.5,8.48,53.167
Water (ns),6.220188453,10.5,8.48,53.167
Water (ns),6.190325147,11.2,8.48,53.167
Water (ns),6.094562242,11.2,8.48,53.167
Water (ns),5.778344847,8.8,8.48,53.517
Water (ns),5.591852472,8.8,8.48,53.517
Water (ns),6.882147408,14,8.48,53.517
Water (ns),5.09163406,14,8.48,53.517
Water (ns),6.472265388,17.1,8.48,53.517
Water (ns),3.659250987,17.1,8.48,53.517
Water (ns),5.104321049,11.8,8.49,53.517
Water (ns),4.828017951,11.8,8.49,53.517
Water (ns),3.242816941,24.9,8.49,53.517
Water (ns),2.365560671,24.9,8.49,53.517
Water (ns),6.995219143,2.8,8.5,53.167
Water (ns),7.515991754,2.8,8.5,53.167
Water (ns),6.316281549,4.5,8.5,53.167
Water (ns),7.256490228,4.5,8.5,53.167
Water (ns),3.247899957,18.5,8.5,53.333
Water (ns),5.905120505,18.5,8.5,53.333
Water (ns),4.138912571,22,8.5,53.333
Water (ns),6.392808811,22,8.5,53.333
Water (ns),6.898408762,16.6,8.5,68.53698
Water (ns),5.795127754,15,8.5,68.62276
Water (ns),3.618245351,17.8,8.5,68.677723
Water (ns),7.168167058,21.9,8.5,68.677723
Water (ns),6.505959859,18.4,8.5,68.70785
Water (ns),6.349610412,18.5,8.5,68.70785
Water (ns),6.781939493,16.6,8.5,68.81046
Water (ns),8.034945107,21.6,8.5,68.82735
Water (ns),6.033994903,16.9,8.5,68.82806
Water (ns),3.293019277,20.7,8.51,53.333
Water (ns),5.588151446,20.7,8.51,53.333
Water (ns),5.878781773,11.9,8.51,53.517
Water (ns),7.048689705,20.1,8.51,53.517
Water (ns),7.064487179,20.1,8.51,53.517
Sediment (ns),9.064625226,6.2,8.52,45.414297
Sediment (ns),8.880341879,6.2,8.52,45.414297
Water (ns),5.145387956,5.7,8.52,53.167
Water (ns),5.130487159,5.7,8.52,53.167
Water (ns),6.286892455,16.2,8.52,53.333
Water (ns),7.275503556,9.8,8.52,53.517
Water (ns),6.922504379,9.8,8.52,53.517
Water (ns),3.933020786,13,8.52,53.517
Water (ns),6.600975859,13,8.52,53.517
Water (ns),3.790608554,20.4,8.52,53.517
Water (ns),5.673662811,20.4,8.52,53.517
Water (ns),5.484225805,12.9,8.53,53.167
Water (ns),5.692091823,12.9,8.53,53.167
Water (ns),5.278846558,18.2,8.53,53.167
Water (ns),5.024224976,18.2,8.53,53.167
Water (ns),9.326178749,21.2,8.53,53.167
Water (ns),6.430455226,21.2,8.53,53.167
Water (ns),6.491252621,2.9,8.53,53.517
Water (ns),4.552786902,2.9,8.53,53.517
Water (ns),5.934441318,7.4,8.54,53.167
Water (ns),6.200394186,7.4,8.54,53.167
Water (ns),6.375676413,23.1,8.54,53.333
Water (ns),5.712414499,23.1,8.54,53.333
Water (ns),7.70418381,3.1,8.54,53.517
Water (ns),6.220205169,3.1,8.54,53.517
Water (ns),5.140948278,15.8,8.54,53.517
Water (ns),4.499606077,15.8,8.54,53.517
Water (ns),6.328183846,2.6,8.55,53.167
Water (ns),6.563911628,2.6,8.55,53.167
Water (ns),5.195295609,17.1,8.55,53.167
Water (ns),4.930061502,17.1,8.55,53.167
Water (ns),5.359869806,19.5,8.55,53.167
Water (ns),5.823453766,19.5,8.55,53.167
Water (ns),4.420144912,4.8,8.55,53.333
Water (ns),5.390857743,4.8,8.55,53.333
Water (ns),5.529311857,20.3,8.55,53.333
Water (ns),2.55525008,20.3,8.55,53.333
Water (ns),3.42962704,22.7,8.55,53.333
Water (ns),5.397586489,22.7,8.55,53.333
Water (ns),2.739000151,14.3,8.55,53.517
Water (ns),3.205397275,14.3,8.55,53.517
Water (ns),4.700580268,17.2,8.55,53.517
Water (ns),3.676891278,17.2,8.55,53.517
Water (ns),4.342141395,20.6,8.55,53.517
Water (ns),4.420854855,20.6,8.55,53.517
Sediment (ns),8.280269771,6.3,8.56,45.942894
Water (ns),6.545524553,7.7,8.56,53.167
Water (ns),6.515914455,7.7,8.56,53.167
Water (ns),5.426797223,17.2,8.56,53.167
Water (ns),6.976458886,17.2,8.56,53.167
Water (ns),9.248225013,17.3,8.56,53.167
Water (ns),6.378313453,17.5,8.56,53.167
Water (ns),4.068890365,18.6,8.56,53.167
Water (ns),2.437702342,18.6,8.56,53.167
Water (ns),9.242357142,20.8,8.56,53.167
Water (ns),6.0599973,20.8,8.56,53.167
Water (ns),4.898792161,3.9,8.56,53.333
Water (ns),6.150354958,3.9,8.56,53.333
Water (ns),3.913607819,18.5,8.56,53.333
Water (ns),3.737587398,18.5,8.56,53.333
Water (ns),6.933334023,16.7,8.56,53.517
Water (ns),4.215034768,16.7,8.56,53.517
Water (ns),6.586906783,18.9,8.56,53.517
Water (ns),7.066638997,21.1,8.56,53.517
Water (ns),4.3930753,21.1,8.56,53.517
Water (ns),5.898839751,5.1,8.57,53.167
Water (ns),6.093917617,5.1,8.57,53.167
Water (ns),5.469680985,6.9,8.57,53.167
Water (ns),5.869981514,6.9,8.57,53.167
Water (ns),5.751433339,15.3,8.57,53.167
Water (ns),6.323286683,15.3,8.57,53.167
Water (ns),1.803742531,14.9,8.57,53.517
Water (ns),7.779339571,14.9,8.57,53.517
Water (ns),6.485941587,4.5,8.58,53.167
Water (ns),6.547088262,4.5,8.58,53.167
Water (ns),7.281069221,6.9,8.58,53.167
Water (ns),6.830487611,6.9,8.58,53.167
Water (ns),5.482473643,8.2,8.58,53.167
Water (ns),5.984978896,8.2,8.58,53.167
Water (ns),7.246760608,15.3,8.58,53.167
Water (ns),7.35571932,15.3,8.58,53.167
Water (ns),6.21986426,19.4,8.58,53.167
Water (ns),6.401933604,19.4,8.58,53.167
Water (ns),5.764158063,15.3,8.58,53.333
Water (ns),3.748611467,15.3,8.58,53.333
Water (ns),3.721597959,9.3,8.58,53.517
Water (ns),5.350073411,9.3,8.58,53.517
Water (ns),4.468888766,19.1,8.58,53.517
Water (ns),3.881750755,19.1,8.58,53.517
Sediment (ns),8.662075394,10.9,8.59,45.942894
Water (ns),5.120785578,17.8,8.59,53.333
Water (ns),5.762674964,17.8,8.59,53.333
Water (ns),3.077296191,8.7,8.6,53.517
Water (ns),6.609963863,8.7,8.6,53.517
Water (ns),3.278751705,18.7,8.6,53.517
Water (ns),6.224374991,18.7,8.6,53.517
Water (ns),4.915214183,24.3,8.6,53.517
Water (ns),5.944867409,24.3,8.6,53.517
Water (ns),6.083534489,11.9,8.6,68.6256
Water (ns),4.303604876,15.8,8.6,68.674122
Water (ns),5.372155316,18.9,8.6,68.81046
Water (ns),5.819561041,21.8,8.6,68.82806
Sediment (ns),8.563538861,6.2,8.61,45.322819
Sediment (ns),8.640965739,6.2,8.61,45.322819
Water (ns),6.189580868,8.9,8.61,53.167
Water (ns),6.355853184,8.9,8.61,53.167
Water (ns),6.640127889,14.1,8.61,53.167
Water (ns),6.027481178,14.1,8.61,53.167
Water (ns),3.61100561,17.9,8.61,53.517
Water (ns),4.554789471,17.9,8.61,53.517
Water (ns),6.239682868,5.2,8.62,53.167
Water (ns),4.057964193,5.2,8.62,53.167
Water (ns),7.552213284,17.9,8.62,53.167
Water (ns),7.471284922,17.9,8.62,53.167
Water (ns),5.296350722,20.6,8.62,53.167
Water (ns),5.800234153,20.6,8.62,53.167
Water (ns),3.305727978,12.3,8.62,53.517
Water (ns),6.879217976,12.3,8.62,53.517
Water (ns),5.946552284,19.2,8.62,53.517
Water (ns),7.171797961,19.2,8.62,53.517
Water (ns),4.004303638,19.2,8.62,53.517
Water (ns),5.137260345,20.6,8.62,53.517
Water (ns),2.137759478,20.6,8.62,53.517
Water (ns),5.279563983,23.5,8.62,53.517
Water (ns),6.791474712,23.5,8.62,53.517
Water (ns),5.847612507,2.6,8.63,53.333
Water (ns),6.508373607,2.6,8.63,53.333
Water (ns),6.379720315,20.6,8.63,53.333
Water (ns),6.332453105,20.6,8.63,53.333
Sediment (ns),8.467061416,9.2,8.64,45.183433
Water (ns),6.435530843,15.9,8.64,53.167
Water (ns),4.14278627,15.9,8.64,53.167
Water (ns),3.787925659,22.1,8.64,53.167
Water (ns),7.134407314,22.1,8.64,53.167
Water (ns),4.167720001,10.9,8.64,53.517
Water (ns),3.726276613,10.9,8.64,53.517
Surface (ns),3.091772575,68,8.65,44.532
Surface (ns),3.791912675,68,8.65,44.532
Surface (ns),4.091716736,68,8.65,44.532
Surface (ns),4.213556305,68,8.65,44.532
Surface (ns),4.158425043,68,8.65,44.532
Surface (ns),4.339878768,68,8.65,44.532
Surface (ns),4.41489425,68,8.65,44.532
Surface (ns),4.609951255,68,8.65,44.532
Surface (ns),4.510524126,68,8.65,44.532
Surface (ns),4.467704456,68,8.65,44.532
Surface (ns),4.137211309,68,8.65,44.532
Surface (ns),3.596225685,68,8.65,44.532
Surface (ns),4.344548386,68,8.65,44.532
Water (ns),6.066028348,12.7,8.65,53.167
Water (ns),5.04236212,12.7,8.65,53.167
Water (ns),3.556614875,12.9,8.65,53.333
Water (ns),4.854126343,12.9,8.65,53.333
Water (ns),5.033515495,14,8.65,53.333
Water (ns),2.265876761,14,8.65,53.333
Water (ns),4.199535533,23.1,8.65,53.333
Water (ns),3.096588127,23.1,8.65,53.333
Water (ns),4.741702617,19.1,8.65,53.517
Water (ns),3.940871556,19.1,8.65,53.517
Water (ns),5.644033492,6.2,8.66,53.167
Water (ns),5.416629921,6.2,8.66,53.167
Water (ns),6.358278525,17.6,8.66,53.333
Water (ns),6.535082392,6.2,8.67,53.167
Water (ns),6.127214659,6.2,8.67,53.167
Water (ns),4.693911584,18,8.67,53.167
Water (ns),6.431534492,18,8.67,53.167
Water (ns),5.951901751,12.9,8.67,53.333
Water (ns),6.336719998,12.9,8.67,53.333
Water (ns),3.081474101,19.2,8.67,53.333
Water (ns),2.49912065,19.2,8.67,53.333
Water (ns),3.540525122,10.8,8.67,53.517
Water (ns),4.008057267,10.8,8.67,53.517
Water (ns),7.308399391,12.3,8.68,53.167
Water (ns),6.494536271,12.3,8.68,53.167
Water (ns),5.0277638,9.4,8.68,53.333
Water (ns),5.935206954,9.4,8.68,53.333
Water (ns),6.919186408,23.5,8.68,53.517
Water (ns),7.70461371,23.5,8.68,53.517
Sediment (ns),8.48738409,10.5,8.69,45.942894
Sediment (ns),9.012847048,10.5,8.69,45.942894
Water (ns),6.132612033,12.7,8.69,53.167
Water (ns),5.755643129,18.7,8.69,53.167
Water (ns),5.844292623,18.7,8.69,53.167
Surface (s),7.2871467,28,8.7,30.124755
Surface (s),4.188292404,28,8.7,30.124755
Surface (s),7.251410282,28,8.7,30.124755
Surface (s),7.159105027,28,8.7,30.124755
Sediment (ns),8.523284332,10.4,8.7,45.183433
Water (ns),6.045300377,20.6,8.7,53.167
Water (ns),2.838088075,20.6,8.7,53.167
Water (ns),6.349297623,15.4,8.7,53.333
Water (ns),5.790134146,15.4,8.7,53.333
Water (ns),5.166207792,17.3,8.7,53.333
Water (ns),5.476671905,17.3,8.7,53.333
Water (ns),4.854719373,19.5,8.7,53.333
Water (ns),4.186411407,19.5,8.7,53.333
Water (ns),4.302211782,21.8,8.7,53.333
Water (ns),3.99227935,21.8,8.7,53.333
Water (ns),3.251933397,3.4,8.7,53.517
Water (ns),7.779401709,3.4,8.7,53.517
Water (ns),7.416408745,5.3,8.7,53.517
Water (ns),3.728895501,5.3,8.7,53.517
Water (ns),4.310421043,14.7,8.7,53.517
Water (ns),4.33685857,14.7,8.7,53.517
Water (ns),5.190879642,16.9,8.7,53.517
Water (ns),5.04787372,19.3,8.7,53.517
Water (ns),4.577077604,19.3,8.7,53.517
Water (ns),5.84088271,11.7,8.7,68.49113
Water (ns),6.547838142,14.5,8.7,68.49113
Water (ns),5.864019151,18.9,8.7,68.81046
Water (ns),6.107685374,20.2,8.7,68.82806
Water (ns),6.492851693,17.7,8.71,53.167
Water (ns),5.921114352,17.7,8.71,53.167
Water (ns),6.617076228,11.4,8.71,53.333
Water (ns),6.123612991,11.4,8.71,53.333
Water (ns),4.686685114,16.1,8.71,53.333
Water (ns),7.069568929,16.1,8.71,53.333
Water (ns),5.702374157,21.1,8.71,53.333
Water (ns),5.909090225,21.1,8.71,53.333
Water (ns),6.300619833,18,8.72,53.167
Water (ns),6.259087364,18,8.72,53.167
Water (ns),6.163893295,18.8,8.72,53.167
Water (ns),5.897960782,18.8,8.72,53.167
Water (ns),5.774800274,20.2,8.72,53.167
Water (ns),5.081926219,20.2,8.72,53.167
Water (ns),9.208956138,20.4,8.72,53.167
Water (ns),5.768580017,20.4,8.72,53.167
Water (ns),6.305395749,21.4,8.72,53.167
Water (ns),4.789950438,21.4,8.72,53.167
Water (ns),2.829927531,9.2,8.72,53.333
Water (ns),6.082821269,9.2,8.72,53.333
Water (ns),6.058439952,18.7,8.72,53.333
Water (ns),5.987614822,18.7,8.72,53.333
Sediment (ns),9.137234023,7.1,8.73,45.652528
Sediment (ns),9.452682027,7.1,8.73,45.652528
Water (ns),5.538223778,24,8.73,53.167
Water (ns),6.041253544,24,8.73,53.167
Water (ns),6.507244878,9.2,8.74,53.333
Water (ns),6.981353241,9.2,8.74,53.333
Water (ns),2.974786017,21.3,8.74,53.517
Water (ns),6.435410416,21.3,8.74,53.517
Surface (ns),3.87614256,58,8.75,44.532
Surface (ns),1.619777344,58,8.75,44.532
Surface (ns),4.288378347,58,8.75,44.532
Surface (ns),4.359300348,58,8.75,44.532
Surface (ns),4.665872294,58,8.75,44.532
Surface (ns),3.501140508,58,8.75,44.532
Surface (ns),3.578504079,58,8.75,44.532
Surface (ns),3.775230633,58,8.75,44.532
Surface (ns),3.773876436,58,8.75,44.532
Surface (ns),4.250093784,58,8.75,44.532
Surface (ns),3.965906372,58,8.75,44.532
Surface (ns),5.210739318,58,8.75,44.532
Surface (ns),4.673534803,58,8.75,44.532
Surface (ns),4.675885851,58,8.75,44.532
Surface (ns),3.662187852,68,8.75,44.532
Surface (ns),3.888878203,68,8.75,44.532
Surface (ns),3.526629831,68,8.75,44.532
Surface (ns),3.730855895,68,8.75,44.532
Surface (ns),3.806544667,68,8.75,44.532
Surface (ns),4.445010263,68,8.75,44.532
Surface (ns),4.65229898,68,8.75,44.532
Surface (ns),4.424576622,68,8.75,44.532
Surface (ns),4.34201012,68,8.75,44.532
Surface (ns),4.310349547,68,8.75,44.532
Surface (ns),4.14244384,68,8.75,44.532
Surface (ns),4.122010441,68,8.75,44.532
Surface (ns),3.794321548,68,8.75,44.532
Surface (ns),4.058288951,68,8.75,44.532
Water (ns),6.04528909,7.4,8.75,53.167
Water (ns),6.193171695,7.4,8.75,53.167
Water (ns),6.381855507,7.7,8.75,53.167
Water (ns),6.191360501,7.7,8.75,53.167
Water (ns),7.232711652,14.9,8.75,53.167
Water (ns),7.619043929,14.9,8.75,53.167
Water (ns),7.816032494,19.5,8.75,53.517
Water (ns),6.419513849,19.5,8.75,53.517
Surface (ns),2.787939609,62,8.76,44.532
Surface (ns),3.308634611,62,8.76,44.532
Surface (ns),2.874362911,62,8.76,44.532
Surface (ns),3.267377947,62,8.76,44.532
Surface (ns),3.289567859,62,8.76,44.532
Surface (ns),3.166151033,62,8.76,44.532
Surface (ns),2.692745042,62,8.76,44.532
Surface (ns),4.181591049,62,8.76,44.532
Surface (ns),4.07413225,62,8.76,44.532
Surface (ns),4.909814888,62,8.76,44.532
Surface (ns),4.600595929,62,8.76,44.532
Surface (ns),3.971871798,62,8.76,44.532
Sediment (ns),8.740165975,5.7,8.76,45.322819
Water (ns),5.333414951,9.3,8.76,53.167
Water (ns),5.324270066,9.3,8.76,53.167
Water (ns),6.150137643,10.6,8.76,53.167
Water (ns),3.252534724,10.6,8.76,53.167
Water (ns),7.118812626,10.8,8.76,53.167
Water (ns),6.923565798,10.8,8.76,53.167
Water (ns),3.946659949,11.5,8.76,53.517
Water (ns),6.927649,11.5,8.76,53.517
Sediment (ns),8.262628707,5.6,8.77,45.322819
Water (ns),5.420379596,17.6,8.77,53.333
Water (ns),6.447734092,17.6,8.77,53.333
Surface (ns),5.660342636,64,8.78,44.531
Surface (ns),4.932915287,64,8.78,44.531
Surface (ns),6.280261199,64,8.78,44.531
Surface (ns),3.70396339,64,8.78,44.531
Surface (ns),3.489514633,64,8.78,44.531
Surface (ns),3.611945913,64,8.78,44.531
Surface (ns),4.726223851,64,8.78,44.531
Surface (ns),4.748670429,64,8.78,44.531
Surface (ns),4.967959332,64,8.78,44.531
Surface (ns),5.733418162,64,8.78,44.531
Surface (ns),5.958213007,64,8.78,44.531
Surface (ns),6.370401508,64,8.78,44.531
Surface (ns),6.580171476,64,8.78,44.531
Surface (ns),6.579630702,64,8.78,44.531
Surface (ns),7.030107345,64,8.78,44.531
Surface (ns),3.312199301,64.2,8.78,44.531
Surface (ns),3.158922079,64.2,8.78,44.531
Surface (ns),3.126792709,64.2,8.78,44.531
Surface (ns),4.3172472,64.2,8.78,44.531
Surface (ns),4.530102092,64.2,8.78,44.531
Surface (ns),5.132599763,64.2,8.78,44.531
Surface (ns),5.188676503,64.2,8.78,44.531
Surface (ns),5.816372189,64.2,8.78,44.531
Surface (ns),5.407977431,64.2,8.78,44.531
Surface (ns),6.183885121,64.2,8.78,44.531
Surface (ns),6.443408224,64.2,8.78,44.531
Surface (ns),6.008942344,64.2,8.78,44.531
Surface (ns),6.259502411,64.2,8.78,44.531
Surface (ns),6.44196225,64.2,8.78,44.531
Surface (ns),3.204761947,62.6,8.78,44.532
Surface (ns),3.270243357,62.6,8.78,44.532
Surface (ns),3.570426496,62.6,8.78,44.532
Surface (ns),3.818302737,62.6,8.78,44.532
Surface (ns),3.679100714,62.6,8.78,44.532
Surface (ns),3.963367858,62.6,8.78,44.532
Surface (ns),3.996193065,62.6,8.78,44.532
Surface (ns),4.103914595,62.6,8.78,44.532
Surface (ns),3.561925876,62.6,8.78,44.532
Surface (ns),5.572347197,62.6,8.78,44.532
Surface (ns),5.395361819,62.6,8.78,44.532
Surface (ns),5.082892083,62.6,8.78,44.532
Surface (ns),3.758067309,62.6,8.78,44.532
Surface (ns),4.178345723,62.6,8.78,44.532
Surface (ns),3.154334746,62.6,8.78,44.532
Water (ns),4.692426976,18.6,8.78,53.167
Water (ns),5.845985268,18.6,8.78,53.167
Surface (ns),3.99779173,63.4,8.79,44.532
Surface (ns),3.547754762,63.4,8.79,44.532
Surface (ns),3.613622072,63.4,8.79,44.532
Surface (ns),3.602397016,63.4,8.79,44.532
Surface (ns),3.725213596,63.4,8.79,44.532
Surface (ns),3.555469523,63.4,8.79,44.532
Surface (ns),3.802849641,63.4,8.79,44.532
Surface (ns),3.789953912,63.4,8.79,44.532
Surface (ns),3.974242111,63.4,8.79,44.532
Surface (ns),3.9848624,63.4,8.79,44.532
