Location,OO,Temperature,pH,Latitude
Sediment (s),1752,11,8.01,50.338
Sediment (s),1144,11,8.01,50.338
Sediment (s),1054,11,8.01,50.338
Sediment (s),999,11,8.01,50.338
Sediment (s),717,11,8.01,50.338
Sediment (s),989,11,8.01,50.338
Sediment (s),866,11,8.01,50.338
Sediment (s),1063,11,8.01,50.338
Water (ns),405,6.5,8.01,53.167
Water (ns),294,6.5,8.01,53.167
Water (ns),61,8,8.01,53.517
Water (ns),68,8,8.01,53.517
Water (ns),235,5.9,8.02,53.167
Water (ns),169,5.9,8.02,53.167
Water (ns),138,4.8,8.02,53.517
Water (ns),96,4.8,8.02,53.517
Water (s),261,19.7047,8.027,32
Sediment (s),1039,11,8.03,50.338
Sediment (s),716,11,8.03,50.338
Sediment (s),1073,11,8.03,50.338
Sediment (s),1219,11,8.03,50.338
Sediment (s),1184,11,8.03,50.338
Sediment (s),1166,11,8.03,50.338
Sediment (s),974,11,8.03,50.338
Sediment (s),537,11,8.03,50.338
Sediment (s),957,11,8.03,50.338
Water (ns),468,4.6,8.03,53.167
Water (ns),297,4.6,8.03,53.167
Water (ns),261,8,8.03,53.167
Water (ns),248,8,8.03,53.167
Water (ns),581,8.8,8.03,53.517
Water (ns),639,8.8,8.03,53.517
Water (ns),161,3.3,8.04,53.167
Water (ns),285,3.3,8.04,53.167
Water (ns),301,4.8,8.04,53.167
Water (ns),295,4.8,8.04,53.167
Water (ns),247,4.9,8.04,53.167
Water (ns),359,4.9,8.04,53.167
Water (ns),180,4,8.04,53.333
Water (ns),266,4,8.04,53.333
Water (ns),188,2.8,8.05,53.167
Water (ns),457,2.8,8.05,53.167
Water (ns),138,3,8.05,53.167
Water (ns),207,3,8.05,53.167
Water (ns),1686,3.1,8.05,53.167
Water (ns),380,3.1,8.05,53.167
Water (ns),225,5.2,8.06,53.167
Water (ns),470,5.2,8.06,53.167
Water (ns),268,5,8.06,53.333
Water (ns),315,5,8.06,53.333
Water (ns),122,7.1,8.06,53.517
Water (ns),98,7.1,8.06,53.517
Water (ns),1347,13.48,8.06,55.905
Water (ns),385,4.1,8.07,53.167
Water (ns),185,4.1,8.07,53.167
Water (ns),1513,4.5,8.07,53.167
Water (ns),284,4.5,8.07,53.167
Water (ns),304,16.4,8.07,53.517
Water (s),332,27.5806,8.0718,10.75
Water (s),387,26.16555,8.0729,12.083
Water (s),261,27.5977,8.0764,8.767
Water (s),283,24.1018,8.07955,22.983
Sediment (ns),935,10.9,8.08,45.942894
Water (ns),159,2.4,8.08,53.167
Water (ns),168,2.4,8.08,53.167
Water (ns),607,4.4,8.08,53.167
Water (ns),187,4.4,8.08,53.167
Water (ns),284,5.5,8.08,53.167
Water (ns),182,5.5,8.08,53.167
Water (ns),281,6.7,8.08,53.167
Water (ns),234,6.7,8.08,53.167
Water (s),286,24.7166,8.08055,20.733
Water (ns),199,4.4,8.09,53.167
Water (ns),416,4.4,8.09,53.167
Water (ns),201,4.8,8.09,53.167
Water (ns),170,4.8,8.09,53.167
Water (ns),1485,4.9,8.09,53.167
Water (ns),306,4.9,8.09,53.167
Water (ns),166,5.6,8.09,53.167
Water (ns),145,5.6,8.09,53.167
Water (s),277,25.31425,8.0994,16.733
Water (ns),1567,2.7,8.1,53.167
Water (ns),230,2.7,8.1,53.167
Water (ns),284,4.6,8.1,53.167
Water (ns),279,4.6,8.1,53.167
Water (ns),181,5,8.1,53.167
Water (ns),129,5,8.1,53.167
Water (ns),225,8.5,8.1,53.517
Water (ns),154,8.5,8.1,53.517
Water (ns),1387,7.7,8.1,68.265679
Water (ns),277,17.6,8.1,68.351333
Water (ns),293,11.2,8.1,68.362489
Water (ns),213,15.2,8.1,68.48625
Water (ns),276,16,8.1,68.51007
Water (ns),2532,10.1,8.1,68.59688333
Water (ns),1849,11.4,8.1,68.6
Water (ns),1956,9,8.1,68.60853333
Water (ns),310,9.9,8.1,68.60853333
Water (ns),1208,13.4,8.1,68.60853333
Water (ns),510,11.4,8.1,68.61838333
Water (ns),1683,5.4,8.1,68.622
Water (ns),2136,5.8,8.1,68.622
Water (ns),2570,6,8.1,68.622
Water (ns),2061,7.7,8.1,68.622
Water (ns),2593,8.8,8.1,68.622
Water (ns),537,10.1,8.1,68.6256
Water (ns),241,13.2,8.1,68.674122
Water (ns),918,6.2,8.1,68.677723
Water (ns),1349,15.3,8.1,68.677723
Water (ns),272,15.6,8.1,68.70166667
Water (ns),205,15.6,8.1,68.70166667
Water (ns),983,17.7,8.1,68.70333333
Water (ns),245,17.8,8.1,68.70333333
Water (ns),359,15.9,8.1,68.705
Water (ns),242,14,8.1,68.70785
Water (ns),1470,14.1,8.1,68.70798
Water (ns),130,20.8,8.1,68.8264
Water (ns),249,18.5,8.1,68.82806
Water (ns),109,14.9,8.1,68.98353
Water (ns),251,15.3,8.1,68.98353
Water (ns),451,19.2,8.1,68.98353
Water (ns),1270,12.7,8.1,69.314873
Water (ns),1225,11.8,8.1,69.454917
Water (s),151,10,8.1,70.11623333
Water (ns),650,4.1,8.12,53.167
Water (ns),324,4.1,8.12,53.167
Water (ns),354,4,8.12,53.517
Water (ns),325,4,8.12,53.517
Water (ns),419,7.6,8.13,53.517
Water (ns),113,7.6,8.13,53.517
Water (ns),660,23,8.13,53.517
Water (ns),757,23,8.13,53.517
Water (ns),337,3.5874,8.133,44.737
Water (ns),320,6.3,8.14,53.167
Water (ns),327,6.3,8.14,53.167
Water (ns),155,9.2,8.14,53.517
Water (ns),395,9.2,8.14,53.517
Water (ns),95,14.42,8.14,55.873
Water (ns),1719,3.2,8.15,53.167
Water (ns),245,3.2,8.15,53.167
Water (ns),328,4.5,8.15,53.167
Water (ns),613,4.5,8.15,53.167
Water (ns),347,4.6,8.15,53.167
Water (ns),285,5.7,8.15,53.167
Water (ns),182,5.7,8.15,53.167
Water (ns),260,6.7,8.15,53.333
Water (ns),206,6.7,8.15,53.333
Water (ns),503,6.3,8.15,53.517
Water (ns),169,6.3,8.15,53.517
Water (ns),140,8.8,8.15,53.517
Water (ns),79,8.8,8.15,53.517
Water (ns),316,3.5808,8.158,44.737
Water (ns),206,6,8.16,53.167
Water (ns),131,6,8.16,53.167
Water (ns),74,14.5,8.16,53.517
Water (ns),68,14.5,8.16,53.517
Water (ns),307,3.9,8.17,53.167
Water (ns),163,3.9,8.17,53.167
Water (ns),172,5.1,8.17,53.333
Water (ns),176,5.1,8.17,53.333
Water (ns),85,5.3,8.17,53.517
Water (ns),89,5.3,8.17,53.517
Water (ns),113,11.1,8.17,53.517
Water (ns),106,11.1,8.17,53.517
Water (ns),61,13.7,8.17,53.517
Water (ns),67,13.7,8.17,53.517
Water (ns),238,4,8.18,53.167
Water (ns),441,4,8.18,53.167
Water (ns),170,7,8.18,53.167
Water (ns),140,7,8.18,53.167
Water (ns),376,7.7,8.18,53.333
Water (ns),290,7.7,8.18,53.333
Water (ns),91,5.5,8.18,53.517
Water (ns),51,5.5,8.18,53.517
Water (ns),172,7,8.18,53.517
Water (ns),309,3.5646,8.188,44.737
Water (ns),190,5.2,8.19,53.517
Water (ns),80,5.2,8.19,53.517
Water (ns),334,3.5612,8.198,44.737
Water (ns),193,8.1,8.2,53.167
Water (ns),119,8.1,8.2,53.167
Water (ns),109,6,8.2,53.517
Water (ns),463,6,8.2,53.517
Water (ns),164,9.3,8.2,68.260839
Water (ns),244,13.9,8.2,68.347333
Water (ns),361,14,8.2,68.41813
Water (ns),369,13.9,8.2,68.467833
Water (ns),302,16.6,8.2,68.53327
Water (ns),2244,8.07,8.2,68.59688333
Water (ns),783,11.9,8.2,68.60853333
Water (ns),483,13,8.2,68.60853333
Water (ns),1625,7.7,8.2,68.622
Water (ns),336,7.9,8.2,68.622
Water (ns),1898,9.7,8.2,68.622
Water (ns),1098,5.5,8.2,68.674122
Water (ns),260,8.7,8.2,68.674122
Water (ns),313,8.7,8.2,68.674122
Water (ns),240,13.1,8.2,68.674122
Water (ns),306,17.4,8.2,68.70166667
Water (ns),341,15.7,8.2,68.70333333
Water (ns),291,14.4,8.2,68.70798
Water (ns),350,18.5,8.2,68.70798
Water (ns),1207,12,8.2,68.769509
Water (ns),367,14.8,8.2,68.81046
Water (ns),434,16.9,8.2,68.82735
Water (ns),1433,13.6,8.2,69.016254
Water (ns),375,12.5,8.2,69.149465
Water (ns),321,3.5477,8.203,44.737
Water (ns),334,3.548,8.208,44.737
Sediment (ns),1142,5.2,8.21,45.942894
Water (ns),463,3.1,8.21,53.167
Water (ns),218,3.1,8.21,53.167
Water (ns),224,8.6,8.21,53.333
Water (ns),305,8.6,8.21,53.333
Water (ns),221,5.6,8.21,53.517
Water (ns),102,5.6,8.21,53.517
Water (ns),656,11.4,8.21,53.517
Water (ns),396,11.4,8.21,53.517
Water (ns),331,3.5599,8.213,44.737
Water (ns),347,3.5187,8.214,44.737
Water (ns),341,3.5318,8.218,44.737
Water (ns),210,2.9,8.22,53.167
Water (ns),580,2.9,8.22,53.167
Water (ns),269,10.2,8.22,53.167
Water (ns),64,10.2,8.22,53.167
Water (ns),630,7,8.22,53.517
Water (ns),112,7,8.22,53.517
Sediment (ns),1115,4.8,8.23,45.942894
Water (ns),238,3.9,8.23,53.333
Water (ns),276,3.9,8.23,53.333
Water (ns),278,10.1,8.23,53.333
Water (ns),304,10.1,8.23,53.333
Water (ns),154,2.7,8.23,53.517
Water (ns),79,2.7,8.23,53.517
Water (ns),574,16.5,8.23,53.517
Water (ns),696,16.5,8.23,53.517
Water (ns),135,2.6,8.24,53.167
Water (ns),268,2.6,8.24,53.167
Water (ns),183,4.4,8.24,53.167
Water (ns),234,4.4,8.24,53.167
Water (ns),523,12.2,8.24,53.517
Water (ns),368,12.2,8.24,53.517
Water (ns),290,12.5,8.24,53.517
Water (ns),599,12.5,8.24,53.517
Water (ns),192,12.8,8.24,53.517
Water (ns),214,12.8,8.24,53.517
Water (ns),135,19.9,8.24,53.517
Water (ns),413,19.9,8.24,53.517
Water (ns),424,21.2,8.24,53.517
Water (ns),265,21.2,8.24,53.517
Sediment (ns),919,6.3,8.25,45.942894
Water (ns),222,9.9,8.25,53.167
Water (ns),396,9.9,8.25,53.167
Water (ns),301,10.9,8.25,53.167
Water (ns),281,10.9,8.25,53.167
Water (ns),77,3,8.25,53.517
Water (ns),635,3,8.25,53.517
Water (ns),648,16,8.25,53.517
Water (ns),174,16,8.25,53.517
Water (ns),579,1.9,8.26,53.167
Water (ns),569,1.9,8.26,53.167
Water (ns),193,3.6,8.26,53.167
Water (ns),192,3.6,8.26,53.167
Water (ns),266,3.5298,8.263,43.8
Water (ns),457,5.2,8.27,53.167
Water (ns),515,5.2,8.27,53.167
Water (ns),148,8.1,8.27,53.333
Water (ns),194,8.1,8.27,53.333
Water (ns),169,2.9,8.27,53.517
Water (ns),229,5.1,8.27,53.517
Water (ns),721,16.9,8.27,53.517
Water (ns),71,16.9,8.27,53.517
Water (ns),220,20.2,8.27,53.517
Water (ns),106,20.2,8.27,53.517
Water (ns),262,3.5449,8.273,43.8
Water (ns),296,3.4919,8.279,43.8
Water (ns),312,3.4949,8.279,43.8
Water (ns),140,3.8,8.28,53.167
Water (ns),127,3.8,8.28,53.167
Water (ns),214,2.7,8.28,53.517
Water (ns),638,2.7,8.28,53.517
Water (ns),250,11.5,8.28,53.517
Water (ns),182,11.5,8.28,53.517
Water (ns),275,3.4929,8.284,43.8
Water (ns),288,3.4949,8.289,43.8
Water (ns),294,16.3,8.29,53.517
Water (ns),752,16.3,8.29,53.517
Water (ns),748,18,8.29,53.517
Water (ns),449,18,8.29,53.517
Water (ns),254,3.5413,8.293,43.8
Water (ns),154,1.2,8.3,53.167
Water (ns),173,1.2,8.3,53.167
Water (ns),185,3.6,8.3,53.167
Water (ns),370,3.6,8.3,53.167
Water (ns),204,4.3,8.3,53.167
Water (ns),151,4.3,8.3,53.167
Water (ns),383,7.9,8.3,53.167
Water (ns),278,7.9,8.3,53.167
Water (ns),177,5.5,8.3,53.517
Water (ns),350,17.3,8.3,53.517
Water (ns),147,17.3,8.3,53.517
Water (ns),105,23.4,8.3,53.517
Water (ns),252,23.4,8.3,53.517
Water (ns),729,8.9,8.3,68.338126
Water (ns),415,11.6,8.3,68.396289
Water (ns),527,14,8.3,68.451863
Water (ns),365,13.8,8.3,68.464
Water (ns),327,12.8,8.3,68.4675
Water (ns),1212,7.1,8.3,68.57366667
Water (ns),1740,7.1,8.3,68.57366667
Water (ns),209,10.3,8.3,68.61035
Water (ns),298,12.5,8.3,68.674122
Water (ns),265,13.6,8.3,68.674122
Water (ns),280,13.7,8.3,68.674122
Water (ns),1598,14.7,8.3,68.674122
Water (ns),232,15.1,8.3,68.674122
Water (ns),297,16,8.3,68.674122
Water (ns),212,16.6,8.3,68.674122
Water (ns),152,16.6,8.3,68.674122
Water (ns),1005,14.4,8.3,68.677723
Water (ns),56,22.5,8.3,68.677723
Water (ns),381,11.6,8.3,68.70798
Water (ns),237,14.1,8.3,68.70798
Water (ns),322,16.4,8.3,68.70798
Water (ns),345,18.3,8.3,68.70798
Water (ns),439,16.7,8.3,68.8264
Water (ns),961,12,8.3,69.853807
Water (ns),1093,7.3,8.3,70.192833
Water (ns),1197,7.3,8.3,70.192833
Water (ns),185,4.2,8.31,53.167
Water (ns),168,4.2,8.31,53.167
Water (ns),506,14,8.31,53.517
Water (ns),143,14,8.31,53.517
Water (ns),127,17.8,8.31,53.517
Water (ns),79,17.8,8.31,53.517
Water (ns),239,18.3,8.31,53.517
Water (ns),178,18.3,8.31,53.517
Water (ns),434,3,8.32,53.167
Water (ns),226,3,8.32,53.167
Water (ns),146,4.4,8.32,53.167
Water (ns),207,4.4,8.32,53.167
Water (ns),600,3.5,8.33,53.167
Water (ns),688,3.5,8.33,53.167
Water (ns),224,4.3,8.33,53.167
Water (ns),267,4.3,8.33,53.167
Water (ns),587,6.6,8.33,53.517
Water (ns),115,6.6,8.33,53.517
Water (ns),93,6.7,8.33,53.517
Water (ns),32,6.7,8.33,53.517
Water (ns),1390,4.5,8.34,53.167
Water (ns),333,4.5,8.34,53.167
Water (ns),273,20.7,8.34,53.517
Water (ns),186,20.7,8.34,53.517
Water (ns),111,11.2,8.35,53.167
Water (ns),157,11.2,8.35,53.167
Water (ns),50,11.7,8.35,53.517
Water (ns),384,11.7,8.35,53.517
Water (ns),180,4.7,8.36,53.167
Water (ns),278,4.7,8.36,53.167
Water (ns),1505,4.4,8.37,53.167
Water (ns),363,4.4,8.37,53.167
Water (ns),284,4.6,8.37,53.167
Water (ns),1514,4.6,8.37,53.167
Water (ns),164,10,8.37,53.167
Water (ns),181,10,8.37,53.167
Water (ns),182,9.2,8.37,53.333
Water (ns),243,9.2,8.37,53.333
Water (ns),146,16.8,8.37,53.517
Water (ns),83,16.8,8.37,53.517
Water (ns),225,4.8,8.38,53.167
Water (ns),181,4.8,8.38,53.167
Water (ns),498,7.1,8.38,53.167
Water (ns),93,7.1,8.38,53.167
Water (ns),126,15.7,8.38,53.517
Water (ns),109,15.7,8.38,53.517
Water (ns),75,19.8,8.38,53.517
Water (ns),86,19.8,8.38,53.517
Water (ns),188,10.7,8.39,53.333
Water (ns),222,10.7,8.39,53.333
Water (ns),112,4.9,8.39,53.517
Water (ns),706,4.9,8.39,53.517
Water (ns),448,3.6,8.4,53.167
Water (ns),528,3.6,8.4,53.167
Water (ns),704,4.3,8.4,53.167
Water (ns),690,4.3,8.4,53.167
Water (ns),533,4.3,8.4,53.167
Water (ns),169,12.3,8.4,53.167
Water (ns),226,12.3,8.4,53.167
Water (ns),297,3.2,8.4,53.333
Water (ns),623,3.2,8.4,53.333
Water (ns),263,17.4,8.4,68.464
Water (ns),827,7,8.4,68.57478333
Water (ns),953,7.4,8.4,68.622
Water (ns),308,11,8.4,68.674122
Water (ns),297,13.8,8.4,68.674122
Water (ns),267,15.2,8.4,68.674122
Water (ns),1565,17,8.4,68.677723
Water (ns),370,16.5,8.4,68.70785
Water (ns),301,17.7,8.4,68.70785
Water (ns),18,18,8.4,68.70798
Water (ns),280,17.9,8.4,68.81046
Water (ns),133,21.7,8.4,68.8264
Water (ns),192,11.3,8.41,53.167
Water (ns),273,11.3,8.41,53.167
Water (ns),413,18.6,8.41,53.333
Water (ns),112,18.6,8.41,53.333
Water (ns),218,18.9,8.41,53.517
Water (ns),109,20.9,8.41,53.517
Water (ns),154,20.9,8.41,53.517
Water (ns),312,3.1,8.42,53.167
Water (ns),253,3.1,8.42,53.167
Water (ns),413,4.8,8.42,53.517
Water (ns),49,4.8,8.42,53.517
Water (ns),708,16.9,8.42,53.517
Water (ns),172,16.9,8.42,53.517
Water (ns),392,17.4,8.42,53.517
Water (ns),144,17.4,8.42,53.517
Water (ns),194,14.2,8.43,53.167
Water (ns),224,14.2,8.43,53.167
Water (ns),601,17.3,8.43,53.333
Water (ns),130,17.3,8.43,53.333
Water (ns),237,14,8.44,53.167
Water (ns),230,14,8.44,53.167
Water (ns),268,15.5,8.44,53.167
Water (ns),285,15.5,8.44,53.167
Water (ns),213,5.4,8.44,53.517
Water (ns),115,5.4,8.44,53.517
Water (ns),242,12.78,8.44,55.905
Water (ns),270,3.2,8.45,53.167
Water (ns),1539,3.2,8.45,53.167
Water (ns),166,18.7,8.45,53.333
Water (ns),83,18.7,8.45,53.333
Water (ns),83,3,8.45,53.517
Water (ns),148,3,8.45,53.517
Water (ns),150,7.5,8.45,53.517
Water (ns),513,7.5,8.45,53.517
Water (ns),313,4.6,8.46,53.167
Water (ns),310,4.6,8.46,53.167
Water (ns),244,9.3,8.46,53.167
Water (ns),265,9.3,8.46,53.167
Water (ns),571,6.5,8.47,53.517
Water (ns),527,6.5,8.47,53.517
Water (ns),200,2.4,8.48,53.167
Water (ns),138,2.4,8.48,53.167
Water (ns),370,10.5,8.48,53.167
Water (ns),234,10.5,8.48,53.167
Water (ns),283,11.2,8.48,53.167
Water (ns),318,11.2,8.48,53.167
Water (ns),334,8.8,8.48,53.517
Water (ns),198,8.8,8.48,53.517
Water (ns),437,14,8.48,53.517
Water (ns),183,14,8.48,53.517
Water (ns),459,17.1,8.48,53.517
Water (ns),72,17.1,8.48,53.517
Water (ns),123,11.8,8.49,53.517
Water (ns),105,11.8,8.49,53.517
Water (ns),128,24.9,8.49,53.517
Water (ns),302,24.9,8.49,53.517
Water (ns),349,2.8,8.5,53.167
Water (ns),475,2.8,8.5,53.167
Water (ns),233,4.5,8.5,53.167
Water (ns),765,4.5,8.5,53.167
Water (ns),214,18.5,8.5,53.333
Water (ns),224,18.5,8.5,53.333
Water (ns),218,22,8.5,53.333
Water (ns),445,22,8.5,53.333
Water (ns),476,16.6,8.5,68.53698
Water (ns),223,15,8.5,68.62276
Water (ns),30,17.8,8.5,68.677723
Water (ns),417,21.9,8.5,68.677723
Water (ns),336,18.4,8.5,68.70785
Water (ns),307,18.5,8.5,68.70785
Water (ns),397,16.6,8.5,68.81046
Water (ns),917,21.6,8.5,68.82735
Water (ns),265,16.9,8.5,68.82806
Water (ns),220,20.7,8.51,53.333
Water (ns),212,20.7,8.51,53.333
Water (ns),207,11.9,8.51,53.517
Water (ns),495,20.1,8.51,53.517
Water (ns),754,20.1,8.51,53.517
Sediment (ns),1350,6.2,8.52,45.414297
Sediment (ns),1260,6.2,8.52,45.414297
Water (ns),155,5.7,8.52,53.167
Water (ns),159,5.7,8.52,53.167
Water (ns),252,16.2,8.52,53.333
Water (ns),522,9.8,8.52,53.517
Water (ns),439,9.8,8.52,53.517
Water (ns),104,13,8.52,53.517
Water (ns),351,13,8.52,53.517
Water (ns),87,20.4,8.52,53.517
Water (ns),443,20.4,8.52,53.517
Water (ns),334,12.9,8.53,53.167
Water (ns),321,12.9,8.53,53.167
Water (ns),414,18.2,8.53,53.167
Water (ns),293,18.2,8.53,53.167
Water (ns),1549,21.2,8.53,53.167
Water (ns),304,21.2,8.53,53.167
Water (ns),443,2.9,8.53,53.517
Water (ns),90,2.9,8.53,53.517
Water (ns),211,7.4,8.54,53.167
Water (ns),227,7.4,8.54,53.167
Water (ns),231,23.1,8.54,53.333
Water (ns),252,23.1,8.54,53.333
Water (ns),663,3.1,8.54,53.517
Water (ns),511,3.1,8.54,53.517
Water (ns),135,15.8,8.54,53.517
Water (ns),103,15.8,8.54,53.517
Water (ns),351,2.6,8.55,53.167
Water (ns),378,2.6,8.55,53.167
Water (ns),298,17.1,8.55,53.167
Water (ns),304,17.1,8.55,53.167
Water (ns),354,19.5,8.55,53.167
Water (ns),277,19.5,8.55,53.167
Water (ns),205,4.8,8.55,53.333
Water (ns),142,4.8,8.55,53.333
Water (ns),271,20.3,8.55,53.333
Water (ns),167,20.3,8.55,53.333
Water (ns),181,22.7,8.55,53.333
Water (ns),354,22.7,8.55,53.333
Water (ns),130,14.3,8.55,53.517
Water (ns),147,14.3,8.55,53.517
Water (ns),123,17.2,8.55,53.517
Water (ns),74,17.2,8.55,53.517
Water (ns),51,20.6,8.55,53.517
Water (ns),157,20.6,8.55,53.517
Sediment (ns),1066,6.3,8.56,45.942894
Water (ns),334,7.7,8.56,53.167
Water (ns),309,7.7,8.56,53.167
Water (ns),374,17.2,8.56,53.167
Water (ns),568,17.2,8.56,53.167
Water (ns),1560,17.3,8.56,53.167
Water (ns),274,17.5,8.56,53.167
Water (ns),205,18.6,8.56,53.167
Water (ns),124,18.6,8.56,53.167
Water (ns),1491,20.8,8.56,53.167
Water (ns),198,20.8,8.56,53.167
Water (ns),257,3.9,8.56,53.333
Water (ns),419,3.9,8.56,53.333
Water (ns),223,18.5,8.56,53.333
Water (ns),233,18.5,8.56,53.333
Water (ns),526,16.7,8.56,53.517
Water (ns),194,16.7,8.56,53.517
Water (ns),351,18.9,8.56,53.517
Water (ns),475,21.1,8.56,53.517
Water (ns),154,21.1,8.56,53.517
Water (ns),195,5.1,8.57,53.167
Water (ns),186,5.1,8.57,53.167
Water (ns),433,6.9,8.57,53.167
Water (ns),243,6.9,8.57,53.167
Water (ns),196,15.3,8.57,53.167
Water (ns),259,15.3,8.57,53.167
Water (ns),68,14.9,8.57,53.517
Water (ns),720,14.9,8.57,53.517
Water (ns),334,4.5,8.58,53.167
Water (ns),276,4.5,8.58,53.167
Water (ns),676,6.9,8.58,53.167
Water (ns),523,6.9,8.58,53.167
Water (ns),214,8.2,8.58,53.167
Water (ns),254,8.2,8.58,53.167
Water (ns),513,15.3,8.58,53.167
Water (ns),642,15.3,8.58,53.167
Water (ns),296,19.4,8.58,53.167
Water (ns),241,19.4,8.58,53.167
Water (ns),273,15.3,8.58,53.333
Water (ns),221,15.3,8.58,53.333
Water (ns),125,9.3,8.58,53.517
Water (ns),104,9.3,8.58,53.517
Water (ns),205,19.1,8.58,53.517
Water (ns),76,19.1,8.58,53.517
Sediment (ns),1209,10.9,8.59,45.942894
Water (ns),287,17.8,8.59,53.333
Water (ns),497,17.8,8.59,53.333
Water (ns),102,8.7,8.6,53.517
Water (ns),314,8.7,8.6,53.517
Water (ns),343,18.7,8.6,53.517
Water (ns),367,18.7,8.6,53.517
Water (ns),141,24.3,8.6,53.517
Water (ns),219,24.3,8.6,53.517
Water (ns),575,11.9,8.6,68.6256
Water (ns),90,15.8,8.6,68.674122
Water (ns),76,18.9,8.6,68.81046
Water (ns),262,21.8,8.6,68.82806
Sediment (ns),1098,6.2,8.61,45.322819
Sediment (ns),1178,6.2,8.61,45.322819
Water (ns),239,8.9,8.61,53.167
Water (ns),298,8.9,8.61,53.167
Water (ns),329,14.1,8.61,53.167
Water (ns),257,14.1,8.61,53.167
Water (ns),125,17.9,8.61,53.517
Water (ns),174,17.9,8.61,53.517
Water (ns),387,5.2,8.62,53.167
Water (ns),296,5.2,8.62,53.167
Water (ns),614,17.9,8.62,53.167
Water (ns),678,17.9,8.62,53.167
Water (ns),252,20.6,8.62,53.167
Water (ns),313,20.6,8.62,53.167
Water (ns),39,12.3,8.62,53.517
Water (ns),404,12.3,8.62,53.517
Water (ns),339,19.2,8.62,53.517
Water (ns),510,19.2,8.62,53.517
Water (ns),127,19.2,8.62,53.517
Water (ns),223,20.6,8.62,53.517
Water (ns),87,20.6,8.62,53.517
Water (ns),192,23.5,8.62,53.517
Water (ns),466,23.5,8.62,53.517
Water (ns),226,2.6,8.63,53.333
Water (ns),354,2.6,8.63,53.333
Water (ns),264,20.6,8.63,53.333
Water (ns),449,20.6,8.63,53.333
Sediment (ns),1131,9.2,8.64,45.183433
Water (ns),614,15.9,8.64,53.167
Water (ns),283,15.9,8.64,53.167
Water (ns),316,22.1,8.64,53.167
Water (ns),427,22.1,8.64,53.167
Water (ns),152,10.9,8.64,53.517
Water (ns),75,10.9,8.64,53.517
Surface (ns),31,68,8.65,44.532
Surface (ns),84,68,8.65,44.532
Surface (ns),53,68,8.65,44.532
Surface (ns),55,68,8.65,44.532
Surface (ns),57,68,8.65,44.532
Surface (ns),70,68,8.65,44.532
Surface (ns),74,68,8.65,44.532
Surface (ns),83,68,8.65,44.532
Surface (ns),73,68,8.65,44.532
Surface (ns),86,68,8.65,44.532
Surface (ns),97,68,8.65,44.532
Surface (ns),78,68,8.65,44.532
Surface (ns),102,68,8.65,44.532
Water (ns),313,12.7,8.65,53.167
Water (ns),240,12.7,8.65,53.167
Water (ns),178,12.9,8.65,53.333
Water (ns),273,12.9,8.65,53.333
Water (ns),122,14,8.65,53.333
Water (ns),239,14,8.65,53.333
Water (ns),114,23.1,8.65,53.333
Water (ns),96,23.1,8.65,53.333
Water (ns),104,19.1,8.65,53.517
Water (ns),137,19.1,8.65,53.517
Water (ns),212,6.2,8.66,53.167
Water (ns),207,6.2,8.66,53.167
Water (ns),312,17.6,8.66,53.333
Water (ns),284,6.2,8.67,53.167
Water (ns),248,6.2,8.67,53.167
Water (ns),337,18,8.67,53.167
Water (ns),508,18,8.67,53.167
Water (ns),329,12.9,8.67,53.333
Water (ns),340,12.9,8.67,53.333
Water (ns),182,19.2,8.67,53.333
Water (ns),173,19.2,8.67,53.333
Water (ns),133,10.8,8.67,53.517
Water (ns),74,10.8,8.67,53.517
Water (ns),600,12.3,8.68,53.167
Water (ns),651,12.3,8.68,53.167
Water (ns),168,9.4,8.68,53.333
Water (ns),243,9.4,8.68,53.333
Water (ns),529,23.5,8.68,53.517
Water (ns),611,23.5,8.68,53.517
Sediment (ns),1068,10.5,8.69,45.942894
Sediment (ns),1274,10.5,8.69,45.942894
Water (ns),235,12.7,8.69,53.167
Water (ns),158,18.7,8.69,53.167
Water (ns),173,18.7,8.69,53.167
Surface (s),677,28,8.7,30.124755
Surface (s),186,28,8.7,30.124755
Surface (s),876,28,8.7,30.124755
Surface (s),771,28,8.7,30.124755
Sediment (ns),1109,10.4,8.7,45.183433
Water (ns),307,20.6,8.7,53.167
Water (ns),42,20.6,8.7,53.167
Water (ns),320,15.4,8.7,53.333
Water (ns),437,15.4,8.7,53.333
Water (ns),245,17.3,8.7,53.333
Water (ns),385,17.3,8.7,53.333
Water (ns),259,19.5,8.7,53.333
Water (ns),339,19.5,8.7,53.333
Water (ns),117,21.8,8.7,53.333
Water (ns),134,21.8,8.7,53.333
Water (ns),360,3.4,8.7,53.517
Water (ns),752,3.4,8.7,53.517
Water (ns),716,5.3,8.7,53.517
Water (ns),145,5.3,8.7,53.517
Water (ns),160,14.7,8.7,53.517
Water (ns),442,14.7,8.7,53.517
Water (ns),147,16.9,8.7,53.517
Water (ns),224,19.3,8.7,53.517
Water (ns),126,19.3,8.7,53.517
Water (ns),253,11.7,8.7,68.49113
Water (ns),393,14.5,8.7,68.49113
Water (ns),343,18.9,8.7,68.81046
Water (ns),346,20.2,8.7,68.82806
Water (ns),287,17.7,8.71,53.167
Water (ns),172,17.7,8.71,53.167
Water (ns),368,11.4,8.71,53.333
Water (ns),566,11.4,8.71,53.333
