ID	group
894.OS546.lane3.NoIndex.L003	"[-40,-30)"
894.OS1218.lane5.NoIndex.L005	"[-40,-30)"
894.OR358.lane3.NoIndex.L003	"[-40,-30)"
894.OS751.lane3.NoIndex.L003	"[-40,-30)"
894.OR375.lane3.NoIndex.L003	"[-40,-30)"
894.OR388.lane3.NoIndex.L003	"[-40,-30)"
894.OS590.lane3.NoIndex.L003	"[-40,-30)"
894.OS813.lane3.NoIndex.L003	"[-40,-30)"
894.OS1223.lane5.NoIndex.L005	"[-40,-30)"
894.OR430.lane3.NoIndex.L003	"[-40,-30)"
894.OS610.lane3.NoIndex.L003	"[-40,-30)"
894.OS1713.lane5.NoIndex.L005	"[-40,-30)"
894.OS760.lane3.NoIndex.L003	"[-40,-30)"
894.OS1934.lane2.NoIndex.L002	"[-40,-30)"
894.OS1913.lane2.NoIndex.L002	"[-40,-30)"
894.OS1208.lane5.NoIndex.L005	"[-40,-30)"
894.OS1954.lane2.NoIndex.L002	"[-40,-30)"
894.OS530.lane3.NoIndex.L003	"[-40,-30)"
